-1.2737175,1.4108453e+17,-0.012562573,-0.8736006,-1.0596112e+17,-13.528338,2.070672,-20.04912,-1.8785046e+17,11.8783655
-0.6305122,1.5173973e+17,-0.2758501,-0.19648694,-1.1396368e+17,-13.239933,-0.197186,-24.687067,-2.0203758e+17,17.524654
0.41576943,1.6319965e+17,-0.426503,0.3242647,-1.2257061e+17,-10.015633,0.2067073,-19.8272,-2.1729617e+17,18.415712
-0.78867644,1.7552506e+17,0.73865604,-0.17093538,-1.3182757e+17,-6.046823,-0.32668528,-19.753881,-2.3370714e+17,7.163862
0.11163184,1.8878132e+17,1.5488011,0.57081217,-1.4178366e+17,-3.1578567,0.5979098,-19.06899,-2.5135753e+17,5.7785378
-1.5707505,2.0303874e+17,0.9777144,2.2574058,-1.5249165e+17,-3.4282346,0.4995215,-24.37847,-2.7034094e+17,2.3548698
0.1198805,2.1837294e+17,0.46900162,2.2272956,-1.6400834e+17,-12.819535,1.6207094,-32.06318,-2.90758e+17,8.15275
-0.4903548,2.3486524e+17,-0.73879004,2.70478,-1.7639482e+17,-21.575068,1.9094064,-27.55076,-3.127171e+17,5.4032354
-0.51611304,2.5260309e+17,0.7110548,1.5771067,-1.8971678e+17,-29.47666,1.3778741,-23.502934,-3.3633456e+17,8.754905
-0.90919256,2.7168056e+17,0.9162046,2.437048,-2.0404486e+17,-27.736933,1.2542515,-31.170675,-3.6173575e+17,13.093552
0.35960627,2.9219882e+17,-0.24363738,0.25011218,-2.1945505e+17,-31.479473,0.7583635,-23.716425,-3.8905532e+17,11.608884
2.9379914,3.1426667e+17,-0.35529977,2.0762627,-2.3602907e+17,-20.430086,-0.39943314,-18.64086,-4.184381e+17,10.03916
1.4360467,3.380012e+17,-0.8656701,1.5134655,-2.5385482e+17,-25.76437,0.613247,-15.323537,-4.5004e+17,22.681171
1.2260126,3.6352827e+17,0.34702992,0.42054376,-2.7302681e+17,-25.680794,-0.120838046,-14.65582,-4.8402862e+17,16.808794
0.43766695,3.9098317e+17,0.87447,-0.10678762,-2.9364674e+17,-18.793716,-1.7258449,-17.700945,-5.205842e+17,14.626814
0.6724831,4.205116e+17,0.9723613,-0.4686037,-3.15824e+17,-13.587023,-0.2679407,-18.02159,-5.5990053e+17,8.373448
0.98976135,4.522701e+17,0.17121637,-0.36265323,-3.396761e+17,-8.646408,0.9503648,-16.719934,-6.0218616e+17,11.872029
1.0587616,4.8642714e+17,-0.30761898,-0.96769845,-3.6532964e+17,-6.5251575,1.3615031,-17.74765,-6.476654e+17,9.520842
0.4229734,5.2316385e+17,-0.7750971,-1.8764848,-3.929206e+17,-5.5840054,-0.15711933,-15.523203,-6.965794e+17,9.982709
-0.57048166,5.62675e+17,-0.31378153,-2.424396,-4.2259537e+17,-10.487547,-0.106897905,-16.213608,-7.491875e+17,10.418091
0.8123426,6.0517024e+17,-1.5513155,-0.42795044,-4.5451124e+17,-15.498209,0.16887507,-15.526712,-8.057687e+17,5.5488935
2.0413592,6.508748e+17,-1.0541499,-0.9701556,-4.8883754e+17,-10.215008,-0.2558843,-14.824824,-8.6662325e+17,5.5106535
1.0292884,7.0003115e+17,-1.5187969,-1.0017288,-5.257563e+17,-7.6730947,-1.4400988,-26.437822,-9.3207374e+17,12.182541
0.41716555,7.528999e+17,-1.5515833,-0.38239962,-5.6546327e+17,-7.0211196,0.048276544,-32.049423,-1.0024672e+18,8.38063
-0.833959,8.097616e+17,-0.8250593,-1.3481628,-6.08169e+17,-4.9528947,0.30415735,-21.361893,-1.07817705e+18,7.3986735
-0.98206335,8.7091766e+17,-0.7128397,-0.7849009,-6.541001e+17,-6.880633,0.50968105,-19.28946,-1.1596047e+18,3.1474276
-1.1002222,9.3669244e+17,-1.1142051,-1.1987048,-7.035e+17,-3.1921327,-0.008308291,-22.793978,-1.2471821e+18,4.5674396
-1.7869833,1.00743474e+18,-0.66879153,-0.30137485,-7.566308e+17,-4.2795234,-1.2252173,-27.949247,-1.3413737e+18,7.524529
-2.201602,1.0835198e+18,0.11172113,0.7522026,-8.1377426e+17,-2.3659909,0.8663027,-34.434372,-1.442679e+18,9.654168
-1.8501196,1.165351e+18,0.7851333,1.5954247,-8.752334e+17,-3.2543352,2.1414747,-28.959595,-1.5516352e+18,16.734138
-1.0008602,1.2533623e+18,0.54395896,0.24673425,-9.413341e+17,-9.4936905,0.32562125,-21.540586,-1.66882e+18,14.914464
-3.0011067,1.3480206e+18,0.19111574,0.24679878,-1.01242694e+18,-6.7288675,0.8740851,-17.6363,-1.7948552e+18,19.917667
-0.5987653,1.4498279e+18,0.45025647,-0.8759332,-1.088889e+18,-6.1562243,0.42307866,-17.447102,-1.930409e+18,25.011734
-1.1112379,1.559324e+18,-0.15300986,-0.68798184,-1.1711256e+18,-5.079588,0.1365152,-18.352316,-2.0762002e+18,15.658638
-0.14777902,1.6770895e+18,-1.605345,-2.9170203,-1.259573e+18,-4.48915,1.5691959,-20.090088,-2.2330023e+18,11.38389
