-1.4463463,3.9859345,105.467804,2.2497578,72.1425
-3.15394,6.5603237,113.4424,0.7334677,74.208405
-3.3757784,13.557978,127.50057,1.0419496,87.46127
-2.811679,10.632542,135.05353,-0.0590837,97.18439
-1.8757567,11.941504,144.46304,-0.713254,95.526955
0.33016574,10.174927,148.49864,-1.2295914,79.16402
-0.6214777,9.476389,145.0308,1.0613042,60.890087
0.04012969,8.1454525,134.8648,1.8441689,49.13
0.99755704,8.420418,121.3963,0.4474002,41.754852
1.3469085,14.193746,115.434685,0.82252544,41.374405
0.58949745,11.004127,102.816345,0.16255847,43.98176
-0.9373716,9.631781,95.88307,1.8968352,40.72371
-0.45290744,7.3457546,89.1685,2.8691363,36.89452
0.41817743,12.492142,90.5844,1.1790352,32.011288
-1.4357526,24.540176,93.46841,2.4843154,29.637123
-0.92432016,21.665165,82.39163,0.5240526,37.58787
0.85066015,26.536701,89.040474,-0.77552474,35.506
0.8462077,20.457466,81.3302,-2.135211,40.37091
0.0031968951,14.494329,78.32869,-1.2534997,39.929356
-0.9937761,15.895369,82.00108,0.9685661,41.61087
0.77207905,13.512785,81.322754,0.72084415,40.29424
0.6432907,13.717142,81.086075,0.7459867,37.453293
0.9743906,11.107231,77.04143,0.3739676,35.597954
0.27965537,8.677865,72.40374,1.4477861,35.78386
0.75741035,6.4175005,68.532974,0.1329301,31.955242
0.20042971,11.105097,69.298836,-0.29969943,29.736202
-1.1100943,9.594105,63.850777,0.5865694,29.59884
-0.5492166,6.6379604,58.71304,0.6240029,39.36984
1.0303227,6.183531,61.644188,2.0805833,34.39043
1.056733,5.2851715,62.499657,0.4083674,34.498962
0.97793525,12.422331,69.85414,0.6658796,42.926235
1.7041988,7.309949,70.29375,-0.075915456,51.301243
2.3863592,7.9733853,76.87154,-0.9492793,64.34421
2.0674763,5.4117174,86.3801,1.0210447,63.414154
0.7564311,6.4344363,96.28922,-0.66886514,66.52318
0.363354,8.569302,103.56336,-1.3950408,58.347256
-1.0879741,6.127701,100.59187,-0.14408058,61.654934
-0.6253241,6.832223,103.7961,-1.1461376,61.72357
1.3530697,2.5466254,103.516785,-3.33879,53.99554
0.45255375,4.723238,102.14524,-1.7845759,59.9798
1.7853742,18.813072,116.01065,-1.4924865,58.169426
1.7287556,19.636667,115.8777,0.36064088,63.268227
0.12444723,18.838581,117.46185,-0.79114574,71.5347
-0.003351815,14.429003,118.192856,-0.9587906,61.916496
0.25182372,11.649189,114.39902,-0.97685504,53.627243
0.35057414,7.624543,108.07729,-2.7446346,47.05421
0.27920857,7.382057,101.30547,-1.1914253,40.541348
0.3370422,18.14856,104.68443,-0.9686039,34.50158
-0.15248463,16.139458,92.47049,0.13612348,35.902313
0.47682458,14.613618,84.039925,-0.15422928,35.510548
-0.4192319,9.769398,75.46138,0.2544647,34.30104
-1.262155,6.469833,71.20199,-0.66316324,32.23209
-0.8198999,5.292429,66.61282,-1.2153856,33.318485
-1.4343629,4.3198614,64.31642,-0.19868058,32.36443
-0.5611574,6.375456,65.321175,-0.0034102648,43.30482
-0.46195513,6.6272354,66.0815,1.627943,49.73592
1.074298,3.8285403,71.733665,0.07490313,54.79872
0.39521426,7.7737656,84.62677,-1.0308589,58.39011
0.8952637,5.9559665,88.85771,-1.1792824,58.888435
1.8166136,7.074814,93.37185,-0.8432035,64.08411
0.7667512,7.078973,99.35536,-0.94640255,62.78481
0.23208135,5.876605,102.05452,-0.5356331,63.68416
-0.99938744,5.139221,104.297935,-1.2892786,58.047707
-0.24499229,3.706868,102.85925,0.7133827,56.709835
-0.6335709,6.07549,103.42101,0.031321675,56.991737
0.42843777,4.9629292,102.84395,-0.65466875,61.15809
-1.1861262,6.0845833,103.804214,-1.4290594,62.38886
0.034923375,4.627804,104.32546,-0.28764313,63.58734
-1.2447872,8.786054,110.25231,1.2853826,64.847824
-1.0227711,8.650562,110.34576,1.7317703,65.43993
-0.627276,10.369118,114.2325,1.9715295,68.84984
1.2352178,16.078762,122.650024,1.7209766,56.971687
2.473596,20.040075,124.37428,0.5960272,51.08605
0.91400915,21.07892,120.023315,0.8222306,55.172405
0.13461298,15.407113,112.25044,-0.13527155,49.875916
