-734.08374,188.67981,732.8511,667.7258,-557.60425
-883.48206,225.43333,880.3993,794.38684,-687.7599
-1060.2212,265.09818,1047.5204,943.55176,-842.91833
-1264.8651,305.0016,1238.0884,1122.3713,-1026.377
-1504.2795,341.201,1458.7734,1341.247,-1239.4473
-1781.842,379.1457,1715.1488,1601.4633,-1487.6184
-2103.0132,422.8634,2019.6116,1905.429,-1778.3628
-2483.5923,477.448,2378.0688,2255.6692,-2125.3179
-2927.833,543.6383,2795.7734,2659.1646,-2542.0293
-3447.338,619.08167,3277.901,3123.7656,-3033.0369
-4051.3389,701.98315,3831.02,3668.2212,-3607.6255
-4750.004,782.1543,4466.463,4304.952,-4279.8066
-5556.542,865.5082,5193.507,5048.5605,-5061.549
-6485.377,953.85474,6036.2075,5911.1245,-5970.4224
-7558.588,1051.5198,7005.2295,6903.914,-7031.6475
-8792.554,1161.0559,8121.9067,8043.68,-8268.168
-10215.985,1280.9944,9396.988,9351.775,-9706.833
-11848.861,1401.1523,10854.768,10851.121,-11376.527
-13720.273,1521.8135,12510.757,12572.374,-13306.594
-15860.609,1636.8271,14389.278,14548.788,-15534.203
-18296.238,1745.3325,16522.074,16807.48,-18104.078
-21068.027,1843.3125,18936.234,19386.79,-21058.746
-24215.816,1927.2148,21662.715,22319.14,-24458.857
-27779.865,1989.4053,24736.332,25643.152,-28357.156
-31815.04,2023.2432,28184.902,29404.475,-32817.855
-36361.97,2008.4521,32051.646,33653.965,-37916.727
-41477.668,1929.4346,36362.16,38441.6,-43727.297
-47215.58,1769.6484,41156.484,43827.555,-50336.848
-53627.6,1502.9805,46470.703,49865.043,-57841.207
-60775.438,1102.2871,52336.96,56609.445,-66337.38
-68711.63,534.33984,58787.184,64118.883,-75940.984
-77491.76,-242.32031,65841.44,72448.76,-86763.484
-87162.44,-1279.7754,73513.984,81653.516,-98928.4
-97770.49,-2643.3906,81800.5,91782.02,-112561.89
-109338.97,-4405.6914,90690.86,102872.0,-127799.19
