1.031743,39.695633,-2.8504524,1.422599,11.9506445,-25.135302,0.43262452,-19.600136,-73.22491,27.866444
1.5745969,56.06292,-0.5532925,-0.14705926,13.00119,-24.258034,-1.5309817,-17.947678,-83.87197,15.76578
-0.1403836,63.160263,0.6143225,1.4353263,13.840719,-18.193523,-2.1016078,-23.578388,-97.64679,15.622045
0.9179409,67.83264,-0.5201405,1.0436534,-4.7895927,-19.378117,-0.2794485,-20.418056,-108.57854,11.988178
1.0282005,75.09425,-1.1682553,-0.6352378,-18.803486,-15.645958,-1.1012145,-16.782312,-120.0512,16.674875
-0.7548093,85.19966,-1.1258836,-0.43018985,-31.685986,-11.072926,0.39556968,-16.196354,-129.48883,12.143408
0.19345912,97.4334,-0.65096027,-1.1818808,-43.631237,-8.7018175,-1.6094041,-17.8355,-138.50542,9.684493
-0.18555926,107.679596,0.9469681,1.212395,-58.753254,-8.935403,-0.66081876,-16.237793,-145.55397,4.5969906
-0.3096418,118.79457,2.5411658,2.8932056,-71.6362,-9.130154,0.9505613,-15.474283,-156.44444,7.5098715
0.30582005,130.44135,-0.010215282,1.2732105,-85.39558,-21.3137,1.0682904,-26.454163,-168.99623,6.183064
-0.7036705,137.46057,0.088014394,0.583411,-86.50932,-19.936844,0.7600178,-25.703928,-194.36385,6.259717
-0.6019419,146.3302,1.3374375,0.6758554,-90.970436,-15.502391,2.7577937,-27.51347,-215.01611,5.843992
-0.12554388,157.31898,-0.17030811,0.199922,-102.29894,-12.029637,1.7834421,-31.108063,-232.52406,3.7153695
-1.4258304,175.30615,-0.7014147,-0.953336,-114.82003,-8.467274,-0.22697765,-34.2211,-247.74016,14.757244
0.049180984,193.76828,0.5418678,0.2993616,-127.6405,-8.16957,1.8133205,-35.810684,-260.74173,19.638508
-1.0235274,212.27579,1.0099504,-0.21690045,-144.2127,-7.6420875,1.886133,-26.201824,-276.866,7.8228173
-0.3524597,229.5651,1.1942823,1.4938543,-161.9205,-7.3563404,1.8860285,-22.294832,-296.1149,16.267761
-0.020746678,245.26025,0.8345405,1.4322298,-182.82254,-13.956821,1.9443903,-21.53578,-316.26892,17.905891
-0.17134847,260.6983,1.4133064,1.9663012,-191.43294,-16.95074,0.9564518,-18.38951,-349.5958,16.78432
-1.2372363,278.66605,-0.2589051,-0.4573995,-200.54842,-21.391035,-0.9070497,-18.489836,-382.99338,16.072058
0.25929618,297.72977,-2.0939984,-1.1731682,-207.62515,-14.4385,-1.1041934,-18.744602,-416.11264,13.907576
